temperatureEau;temperature;humidity;date
22.125;22;59;02/11/2013 11:24
22.1875;23;58;02/11/2013 11:25
22.1875;23;58;02/11/2013 11:26
22.1875;23;58;02/11/2013 11:27
22.1875;23;58;02/11/2013 11:28
22.1875;23;58;02/11/2013 11:29
22.25;22;59;02/11/2013 11:30
22.25;23;58;02/11/2013 11:31
22.25;23;58;02/11/2013 11:32
22.25;23;59;02/11/2013 11:33
22.25;23;58;02/11/2013 11:34
22.25;23;58;02/11/2013 11:35
22.25;23;58;02/11/2013 11:36
22.25;23;58;02/11/2013 11:37
22.25;23;58;02/11/2013 11:38
22.25;23;58;02/11/2013 11:39
22.25;23;58;02/11/2013 11:40
22.25;24;58;02/11/2013 11:41
22.3125;23;58;02/11/2013 11:42
22.25;23;58;02/11/2013 11:43
22.25;23;58;02/11/2013 11:44
22.25;23;58;02/11/2013 11:45
22.25;23;58;02/11/2013 11:46
22.25;23;58;02/11/2013 11:47
22.3125;23;58;02/11/2013 11:48
22.25;23;58;02/11/2013 11:49
22.3125;23;59;02/11/2013 11:50
22.3125;23;58;02/11/2013 11:51
22.25;23;58;02/11/2013 11:52
22.25;23;58;02/11/2013 11:53
22.3125;22;59;02/11/2013 11:54
22.25;23;58;02/11/2013 11:55
22.1875;22;58;02/11/2013 11:56
22.1875;23;57;02/11/2013 11:57
22.125;22;58;02/11/2013 11:58
22.125;23;57;02/11/2013 11:59
22.125;23;57;02/11/2013 12:00
22.0625;23;57;02/11/2013 12:01
22.125;22;58;02/11/2013 12:02
22.125;22;58;02/11/2013 12:03
22.0625;23;56;02/11/2013 12:04
22.0625;23;56;02/11/2013 12:05
22;22;57;02/11/2013 12:06
22;22;58;02/11/2013 12:07
22;22;57;02/11/2013 12:08
22;22;57;02/11/2013 12:09
22;22;57;02/11/2013 12:10
22;22;57;02/11/2013 12:11
22;22;57;02/11/2013 12:12
22;22;57;02/11/2013 12:13
22;22;57;02/11/2013 12:14
22;23;56;02/11/2013 12:15
21.9375;22;57;02/11/2013 12:16
22;22;57;02/11/2013 12:17
22;22;57;02/11/2013 12:18
22;22;58;02/11/2013 12:19
22;23;56;02/11/2013 12:20
22;22;58;02/11/2013 12:21
22;23;57;02/11/2013 12:23
22.0625;22;58;02/11/2013 12:24
22;22;58;02/11/2013 12:25
22.0625;22;59;02/11/2013 12:26
22;22;57;02/11/2013 12:27
22.0625;23;56;02/11/2013 12:28
22.0625;23;57;02/11/2013 12:29
22.0625;22;58;02/11/2013 12:30
22.0625;22;58;02/11/2013 12:31
22.0625;22;57;02/11/2013 12:32
22.0625;23;56;02/11/2013 12:33
22.125;22;57;02/11/2013 12:34
22.125;23;56;02/11/2013 12:35
22.125;22;57;02/11/2013 12:36
22.125;23;56;02/11/2013 12:37
22.125;22;58;02/11/2013 12:38
22.125;22;57;02/11/2013 12:39
22.125;22;58;02/11/2013 12:40
22.1875;23;56;02/11/2013 12:41
22.1875;23;57;02/11/2013 12:42
